text	label
"En regardant tous les gens qui se réjouissent de la ""victoire"" de Biden, je suis tellement d'accord avec Bill Gates que ces crétins doivent être pucés et vaccinés - ce pour quoi ils votent et se réjouissent."	2
"Est-ce que vous pouvez vous mêler de vos affaires s'il vous plaît ? Merci bien
Pas besoin de venir en DM me dire que c'est une responsabilité un chien. On est au courant. On est majeurs et vaccinés. Mêlez vous de vos culs"	4
Les vaccins Covid sont «inutiles, inefficaces et dangereux» - Nice Provence Info https://t.co/JpijHVjxFq	2
Efficacité des vaccins : tout est une question de présentation ! https://t.co/Twr3Eo4tlI	2
"Beaucoup et que des poids lourds ! Ces ""vaccins "" sont des armes de destruction massive https://t.co/tUEeL0qRDq"	2
Je pensais pas que le désaccord familiale sur la question des vaccins me mettrait dans cet état. j'arrive même plus  à garder mon calme quand on en parle alors que normalement je suis la zénitude incarnée. tout ça m'attriste vraiment.	3
Moi je vois pas oû est le problème car il y a bien 11 vaccins obligatoires maintenant pour rentrer au C.P.. et cela pas d'hier. Alors arrêtons de crier au scandale... c'est ridicule.	1
les anti vaccins j'ai envie de les étr@ngler	1
"Les popains, y a kelkun qui a les problèmes de reins ? G perdu la majesté (-400g 😱). J'aime plus les patépoulets (Maman a acheté tout ce qui essistait). Vous mangez quoi ?  Maman veu bien cuisinir. 
Merci si vous RT 🐾❤
(Vendredi, j'ai la blouse pour suivi IRC + vaccins 😱)"	4
Vaccins : l'Union européenne n'a pas encore renouvelé le contrat avec AstraZeneca https://t.co/TUpK6IqjZU	3
Le vaccin québécois Medicago, à base de plantes, est sur la voie rapide | JDQ https://t.co/ae6LtHbcHo  MEDICAGO A PLANT BASE VACCINS a Good Alternative !!!	4
"#Vaccins Levée des #brevets: l’#UE prête à débattre sur des «propositions concrètes»

Les Européens soupçonnent que la levée des brevets avancée par #Biden, et à laquelle les #laboratoires sont farouchement opposés, soit un coup de communication

https://t.co/Vb6nxceIN2"	4
A lire  ! La levée des brevets sur les vaccins Covid... pas que de la politique @simonchodorge nous explique de quoi il est vraiment question. https://t.co/BxT2lPp197	3
"Biden sort du statu quo et ça fait du bien ! Jouer collectif est la seule piste possible.
Suspendre les brevets des vaccins, saluée par l'OMS, est nécessaire. Pourvu qu'une coalition internationale, -comptant rapidement la France ? -, réussisse. 🤞 
https://t.co/ulrQXr3Bda"	1
"Par peur de ne pas pouvoir partir en vacance les FRANCAIS ce ruent sur les vaccins ,effet ""pass sanitaire"""	3
Alors que l'OMC discute à nouveau aujourd'hui de la proposition de l'#Inde et l'#Afrique du Sud d'une dérogation temporaire de certaines obligations de l'#ADPIC, la levée des #brevets sur les #vaccins divise le gouvernement belge 👇 https://t.co/uZoH8QIpe1	3
Vaccins anti-Covid-19 • Quelles technologies ? - Quels risques ? (Approf... https://t.co/fGjTTONEgU via @YouTube	3
"La situation en Inde me fait extrêmement peur et me désespère par le fait que le ""triple"" variant est résistant contre les vaccins, plus létale et contagieux. Je n'imagine même pas l'impact dans le monde entier s'il venait à se propager."	3
Catastrophe après 2 vaccins Moderna on peut être positif au Covid et cela arrive en île de France et pas en maison de santé	3
Zebi variant indiens qui rend les vaccins inefficace 😭 ptin chui abbatu 😭 encore dans ct merde pour long time on dirait.....	3
Où sont les vaccins ?! Où sont les tests ?! Où sont les allègements @jmblanquer ?!! https://t.co/ouSseuFx5q	4
"Vaccins : bénéfices et risques pour qui ?  - JT du mercredi 21 avril 2021 https://t.co/kYFAM2MmPk via @YouTube 

Si vous voulez voir un vrai JT :"	3
VACCINS : Le témoignage sordide du Dr Plotkin sur leur composition https://t.co/C5r72mniLR via @YouTube	2
"@TPMP on recommande pas aux gens de se faire vacciner quand :
1- on y connait rien
2- on a pas ete vacciné soit meme
3- on est pas en mesure d’etre responsable de ses propos en cas de pb

Que dira castaldi si des gens meurent a cause des vaccins ? Dsl ? Non il feindra l’innocence"	2
"#Centrafrique 

Ce mardi 13 avril la République Centrafricaine a reçu des doses de vaccins AstraZeneca dans le cadre de démarrage prochain d'une campagne de #vaccination contre #COVID19. https://t.co/Z92FrUPsp6"	3
"l'efficacité des vaccins chinois n'est pas «très élevée», reconnaît un haut responsable
https://t.co/7AfP7b1QvS"	3
Pourquoi ne pas se ruer vers un antiviral qui bloque le virus, qui rendrait ainsi la maladie bénigne au lieu de se ruer vers des vaccins (en limite sautant des étapes primordiales des essais précliniques et cliniques,etc)... #COVID19	2
[Tribune] L'IoT pour sécuriser le transport et stockage de nos vaccins - L'Usine Digitale #TransfoNum #IoT https://t.co/6jwmnAVXqA	1
"Enfin ! Les antivaxx en tous genres ont désormais nettement moins de poids grace à cette décision. Peut-être une ouverture vers la vaccination obligatoire lorsque nous aurons assez de doses... #CEDH 
https://t.co/qlYujFQ6LH"	1
Je me suis planté un clou dans le genou, j’ai hyper mal et je sais pas si je suis encore à jour dans mes vaccins	4
"La #biotech liégeoise @mithrapharma propose de mettre une ligne de #production à disposition des groupes pharmaceutiques pour augmenter la quantité de #vaccins produits en Wallonie !
https://t.co/sS6iGLvRDc"	1
Notre vaccinodrome est ouvert jusqu’à fin août ! 150 vaccins par jour, 4 jours par semaine. Merci à tous ceux qui ont contribué à son existence. #covid19 #vaccin #coronavirus ⁦@DeauvilleFr⁩ ⁦@cc_cotefleurie⁩ https://t.co/WSCBKllJ8L	1
@kick1972 #covid#distribution: on peut aussi se dire que la lenteur des vaccins peut été du à la nature de ceux-ci ? ils n'ont pas toutes les  mêmes contraintes de température	1
Bénédiction urbi et orbi, le pape François appelle à un « internationalisme des vaccins » https://t.co/Cz2xh7wt7n	4
Henry Kissinger et sa fameuse question : « « l’Europe, quel numéro ? ». Elle devient : « pour les vaccins, qui j’appelle ? ». Puis : « en cas de guerre, qui je joins ? ». Le virus ne répondra pas bien sûr, mais au moins il fait nous interroger.  https://t.co/v0xDknjbqB	4
"Voici, en 2012 dans un village pygmée babongo au Gabon, la dernière fois que j’ai reçu une série de vaccins ! Alors vos petites piqûres là... même pas peur !
#gabon #bwiti #vaccin #ancientpharma #africanmystic #tradition ⁦@raoult_didier⁩ ⁦@olivierveran⁩ https://t.co/rHlF2qqg6e"	1
Je sais pas si vous faites le apéro bingo de Macron mais il a dit bcp trop vaccins en 1 minute	4
Donc confinement qui n’en est pas un, mais on ferme un peu les écoles, en demandant encore des efforts au personnel soignant sur lequel il chie ouvertement et des doses de vaccins digne de licornes, c’est ça ?	3
"Un gouvernement de guignols !! 
Les infectiologues qui se contredisent qui sont pas d'accord !!! Ils sont où les vaccins ??? Vous êtes à vomir 🤮🤮🤮"	3
"Fuyez les vaccins anti covid....
Le vaccin pire que le mal lui-même...
99,965% des personnes atteintes du covid guérissent...
Beaucoup de décès déjà avec ces vaccins expérimentaux...
Stop 🛑 Nuremberg 2...
L'histoire jugera les coupables qui savaient .... https://t.co/Ut6EsPgoA8"	2
"#LeSaisTu💡🇫🇲🇬🇧
Une des matières premières essentielles à la fabrication du vaccin #Pfizer provient d’Angleterre. 

Si l’#UE continue à snober les Anglais en les empêchant d’accéder aux vaccins #AstraZeneca made in #UE, l’Angleterre avancera ses propres pions ! https://t.co/JrtGPSYZLP"	3
"Je suis chez le coiffeur ca parle de la mortalité due aux vaccins 
Inutile de préciser qu’il n’y a que des femmes au foyer de 50 ans qui se font coiffer la"	3
"J-4 du @FestivalGeopo Aujourd'hui, 2 moments de collaboration avec les associations @GemEnDebat (LA GÉOPOLITIQUE DES VACCINS DANS LE MONDE DE DEMAIN) et @bdagem (S’ADAPTER, L’IMPÉRATIF DANS LE MONDE DE CINÉMA) @JFFiorina @nbelhoste 
https://t.co/AaxH6lnXTq"	4
Je regarde les vaccins et je vois quoi? Que depuis le début les garçons peuvent ce faire vacciné pour le HPV mais au collège ça nous disait toujours « les filles faut le faire c’est important » ????? Nous on souffre avec la piqûre mais pas eux ??? Chien https://t.co/MM9tiSXXif	1
On vit dans un monde où les vaccins font des posts sponsorisés et je sais pas trop quoi penser de ça https://t.co/IFLkAr84wh	3
« les Etats-Unis vont franchir les 100 millions d’injections. Le rythme de vaccination aux Etats-Unis a accéléré de manière spectaculaire... Il est actuellement de 2,4 millions de doses administrées par jour » 😳😳 pauvre France ...  https://t.co/p5ENXHkch8	1
Franchement, arrêtez de vous plaindre par rapport aux vaccins. Aujourd'hui, j ai fixé un rendez vous pour une gamine de 16 ans. Elle a pas bronché.	1
"“Cette gestion de crise est un échec total : pas de masques, pas de vaccins”
“Non, regargez l’Allemagne”
#COVID19 #Vaccination #echec #COVID19france #confinement3 #confinement https://t.co/P04hOX7PCq"	1
"Bonne nouvelle. Espérons que le gouvernement en tienne compte:
L'efficacité des vaccins anti-Covid fait ses preuves chez les seniors en Suisse  https://t.co/Bh6jvM0akV"	1
"@C_Barbier on vous suivant sur BFM au sujet des vaccins, pour qu'elle raison vous ne citez jamais le Maroc.
complex ?"	4
30 cas de thrombose.. 3 morts sur des millions de vaccins... Et ça s'arrête... https://t.co/9Xu9dCOJqq	1
Les vaccins ARN anti-covid sont supérieurs à tous les autres : innocuité, efficacité, adaptabilité. Du seul point de vue de la santé,  la meilleure stratégie serait d'en accorder la licence obligatoire à tous les laboratoires désireux d'en produire et les y intéresser.	1
Diplomatie vaccinale : Le président américain a décidé de donner un coup d’arrêt aux menées régionales de Pékin en investissant le terrain de la distribution des vaccins. https://t.co/3xHenfVzlv	3
@JeanCASTEX vous commandez des vaccins sans vraiment savoir l 'origine et les caractéristiques du virus, et vous piquer les gens , c est très ridicule ! Dans la souche du virus se trouve l antidote, pour le contré,  on ne crée pas un virus sans son antidote ! Faut savoir sa !	2
Les vaccins protègent-ils vraiment ? les services de Véran exposent officiellement leurs doutes - Le courrier des stratèges https://t.co/CTTzfUJlWV	3
On parle d'une situation qui s'empire de jour en jour..  Mr le Ministre nous parle de vaccins !!! Macky avait dit: nou golo kham boté domam	4
#COVID19 : alors que le PM #tchèque a demandé aux autorités sanitaires de valider le vaccin russe, mon entretien avec @ivana_karaskova sur la possibilité d'acquérir un vaccin chinois est plus que jamais d'actualité.  https://t.co/lVvPPVkxnI	4
"Le Président Macky Sall a réceptionné aujourd’hui un lot de 324.000 doses/vaccins anti #Covid19 dans le cadre de l’initiative #Covax.
#covid19sn #kebetu #senegal #MackySall https://t.co/gWNojNdxt5"	3
Levée temporaire des #brevets en temps de pandémie : bataille en vue à l'@OMC_fr à propos des vaccins. https://t.co/ujTujpURds	3
"#RéunionDeCabinet au #MAEGE
#OrdreDuJour: Accords du projet de décret relatif aux ayants droit des passeports diplomatiques et renforcement l’esprit d’équipe dans la collaboration et l'arrivée du vol transportant 200 mille doses de vaccins de la Chine.#Guinée #Kibaro @khalilkaba https://t.co/TE9AnERTgY"	3
En fait aujourd'hui on confine..non pas parce que c'est la seule solution...mais parce qu'on a pas assez de vaccins...ca fait une très grande différence sur l'acceptation d'être confiné......	1
2,6M de personnes seulement ont reçu une dose de vaccin en France 🤦🏻‍♂️.....pendant ce temps au RU https://t.co/8rOrfvAdFa	1
"Un groupe de TikTokers prétend que la neige de la tempête d'hiver aux États-Unis est fausse et fait partie d'un plan de domination mondiale : ce sont les ""Chasseurs de neige "".Parce que les groupes anti-vaccins et négationnistes de Covid-19 ne suffisent

https://t.co/Qubtpfh5X4 https://t.co/6W6MPTovP3"	4
"Une belle nouvelle de la part des autorités cambodgiennes. #COVID19 #vaccins #Expats 

https://t.co/jtVDktUJfg"	1
"Le dernier numéro du magazine @ONUAfrique est sorti !

Au sommaire : la ruée vers les vaccins &amp; les plans de vaccination contre la #COVID19 sur le continent, l'adoption généralisée de la biométrie &amp; plus.

La version digitale ici 👇
https://t.co/ql5NUicRIs https://t.co/DvY6e04N0b"	3
Covid19 : À qui profite la '' guerre'' des vaccins ? A l'Afrique? https://t.co/W789wDJo5x	4
"CREVINDIOU

ça va discuter 5G dans les vaccins et complot juif ?

Purée, qu'est-ce que Poutou et Youlountas vont foutre dans ce truc ? https://t.co/qyS8coVEVA"	1
"La MACSF est fière de soutenir la startup @SynapseMedFR qui trace les effets secondaires des #vaccins #COVID19 grâce à sa plateforme d' #AI Medication Shield.

#medtech #esanté #hcsmeufr 
@ClementGoehrs 

 https://t.co/PLs7NoHBqJ via @EchosExecutives"	1
La campagne de vaccination boostée par un nouvel arrivage de vaccins https://t.co/wTBkko6Kzb https://t.co/J62KqjvOVf	1
Ah les vaccins ça va être intéressant ça #BalanceTonPost	4
Et si notre Pierre Haski national nous expliquait pourquoi dans les hypothèses vaccinales l'Afrique francophone par exemple, dont on connaît les réalités devrait faire leLa Chine mène avec succès sa « diplomatie des vaccins » en Afrique via @franceinter https://t.co/4V7vxt5q4c	4
"Vaccins contre la Covid-19 : l’OMS déplore une collaboration internationale de plus en plus fragmentée
https://t.co/jAeahduIJN"	3
"@Olivier_Truchot 
C est scandaleux : pas de vaccination en hauts de france.
Une region des plus peuplées de France. Au secours. Ma maman  84ans pas de vaccins,  moi 53ans avec comorbidites rien : pire on nous donnera l astrazeneca,  inefficace sur variants."	1
Notre Récit détaillé des aléas d’un an de négociations européennes sur les vaccins dans @Mediapart avec @RozennLeSaint et Ludovic Lamant.   https://t.co/O7JqPEOPFU	3
Margot dit que les gestionnaires sont imputables mais, selon elle, Paré en charge des vaccins ne peut répondre au rapport, maintenant. Donc le responsable Paré, la responsable du responsable et le ministre responsable ne sont pas responsable. Vive la transparence de la CAQ.	4
"@infofrance2 #OnVousRépond

Pourquoi les vaccins actuels contre la COVID-19 sont tous - pour le moment- en deux injections, alors que les plus répandu sont en une seule injection."	3
Le chemin le plus rapide vers une normalisation de la vie des jeunes est faire vacciner les gens le plus susceptibles à se retrouver aux soins intensifs, pas les étudiants. Et #begov ne laissera pas les vaccins “en stock” comme vous dîtes, @PaulMagnette. D’où vient cette info?	3
Quelle honte la France pays de pasteur 5eme grande puissance pas de vaccins et Cuba petite île sur embargo américain a un vaccin	1
Tensions entre AstraZeneca et l'UE sur les délais dans la distribution des vaccins	3
La crise sanitaire que nous traversons se prolonge avec ses dégâts humains, économiques et sociaux. Face à ces difficultés vous avez déjà raté l’étape des masques, vous avez ensuite raté l’étape des tests. Et vous voilà en train de rater celle des vaccins. #QAG #DirectAN #vaccins	1
@FranceInfo Les anglais ont utilisé des procédures d'urgence pour homologuer trois vaccins, les européens ont pris leur temps non pas du fait de la défiance, mais parceque c'est un administration assez lourde et tatillonne, mais pour notre bien	1
"Regardez ""Vaccins: la maire Florence Portelli dénonce le ""mépris et l'arrogance"" de l'Etat sur RMC"" sur YouTube https://t.co/rK8ZcL8ZN6"	4
"Aie!!...  soyons très attentif aux suivis de cette affaire pour le moins qui interroge? 
Difficile de se faire une opinion dans cette opacité... 
Les industries pharmaceutiques en ont fait une spécialité compte tenu des enjeux financiers!!
https://t.co/iYp9LG1Z9F"	4
je comprends pas pq ca pre'ds autant de temps a la france pr faire les vaccins ???	3
[VIDÉO] Mercredi 20 janvier 2020 : conférence de presse organisée par le président @CRivenq accompagné des représentants des professionnels de santé du bassin alésien, pour annoncer que le Centre de vaccination d'Alès n'ouvrira pas ces portes... parce qu'il n'y a pas de vaccins ! https://t.co/ZIo6Z7Iwkz	1
Deux sans abris qui se donne des vaccins du covid dans la forêt quel communauté attentionnée 🙏🏻❤️	1
"L’impuissance de Macron sur le virus rappellent celle de Jospin sur le chômage.
S’il ne redresse pas la barre il subira le même sort politique ! 
@ThayWilliam @EmericGsst pour @atlantico_fr 

https://t.co/mpit21lK29 https://t.co/U0FRSrGZ0S"	4
"""Ce sont des crétins !"" : le gros coup de sang de François Berléand contre les anti-vaccins (VIDEO) https://t.co/qWO3S1M05G"	1
"L'Union africaine achète 270 millions de doses de vaccin contre le coronavirus. Ces dernières ont été achetées auprès de différentes sociétés de vaccins pour être distribuées dans les pays continentaux.

- AA"	1
"ℹ️ #Vaccins :
👉 La @EU_Commission est en discussion avec le laboratoire européen Valneva afin de sécuriser l'achat de 60 millions de doses de leur vaccin contre la Covid-19
👉 Pour rappel, la @EU_Commission a déjà sécurisé l'achat de 600 millions de doses du vaccin Pfizer https://t.co/1x52O6hm0p"	3
J’ai entendu @BalmePatricia à @SudRadio ce matin chez @valerie_expert ce qu’elle a dit sur les aiguilles des vaccins personne n’en avait parlé, je la voyais régulièrement dans l’émission de @PascalPraud pourquoi a-t-elle disparu ? J’espère qu’elle reviendra vite sur @CNEWS	4
C est une bonne nouvelle, mais on a pas les vaccins.... Donc....🤔🤔🤔🤔🤔 https://t.co/UHmjazKpYL	4
@silvano_trotta @EmaKrusi et toute la clique des QAnonards : il n y aura pas de vaccins pour tous.... Tant pis pour vous	1
@BalanceTonPost est il vrai que la France a perdu pleins de doses de vaccins car ils avaient été mal conservés ????	3
"""Faites vous vacciner !"" mais donnez nous des vaccins déjà #Castex18h"	1
"Passer une séance d'épilation laser à essayer de convaincre l'esthéticienne antivac et qui bosse dans un home que les vaccins, en fait, c'est bien... Une première, perso.
(doublement ouch)"	1
"Le prix des carburants à la pompe lié à l'arrivée du vaccin contre le Covid-19 ?

Ça peut paraître étonnant, mais c'est bien le cas !

L'arrivée des différents vaccins à entraîner une hausse de l'achat de pétrole par les investisseurs, et donc une hausse des prix à la pompe... 😱 https://t.co/PcKM7TDQPc"	4
Quelles différences y a-t-il entre les #vaccins #Moderna et #Pfizer ? https://t.co/kQJMzZR53Z	3
Les français sont déjà sceptiques par rapport à des vaccins allemands ou américains, comment pense-t’il qu’ils vont réagir face à des vaccins chinois alors même que ces français adhèrent à pas mal de thèses complotistes? Moi qui pensais que merluchon était un homme intelligent... https://t.co/7pLu6N5vAS	1
Les gens critiquent la lenteur de la campagne de vaccination, les gens critiquent les vaccins et ne se feront pas vacciner, les gens critiquent	1
"Dr Picard : 
Mélenchon plaide pour acheter des vaccins à la Russie, Cuba ou la Chine - Challenges #Melanchon  https://t.co/RQY1IioO3u"	4
"La base des prochains vaccins contre les coronavirus, Pfizer et Moderna. Comment ça fonctionne? Avantages et inconvénients.
https://t.co/Jl8CXoCYvN"	3
"Les gens ils s'offusquent tous que gngn les vaccins sont pas encore prêts en France et quand tu leur demande s'ils veulent se faire vacciner ""euh bah non enfin non pas tout de suite...... on verra ...... peut etre plus tard"""	1
On en sait un peu plus sur la politique vaccinale : le 6 janvier, le gouvernement se réunira et le président, sous la table, attribuera à chaque Français une part de galette. La fève donnera accès à l'un des 35 vaccins déjà en stock.	1
35 citoyens pourquoi faire ? Un comité Théodule de plus , Alors qu'il suffit de faire participer les mairies ( pour les locaux) l'armée pour la logistique et vaccins arrivent réfrigérés, les infirmiers et les infermières sont disponibles,	1
"Les vaccins de la colère

C’est pas le titre d’un livre de Steinbeck ? https://t.co/IAAJ6fJR0e"	3
Est ce qu'on a des ressources sur pourquoi la défiance contre les vaccins est aussi importante en France, plus que dans d'autres pays européens par ex?	3
"Ptdrrr les anti vaccins ils me foutent la haine au plus haut point 
Y’a des chercheurs qui se sont saignés pendant 1 an à trouver un vaccin et t’a des types qui te sortent le docteur Raoul comme source 😭😭😭"	1
@GG_RMC le Maroc a 45 millions d'habitants, il a acheté et dispose maintenant de 65 millions de vaccins.. Un soi disant pays sous développé... Quid de la France... Dehors les énarques..	1
"Au USA Biden s'inquiète des retards dans la distribution des vaccins...
Pendant ce temps en France le gouvernement lui c'est tout l'inverse il s'inquiète d'aller trop vite 😑😑😑
https://t.co/zciENPNlx6"	1
Le professeur Caumes émet des doutes sur les vaccins contre le Covid-19 https://t.co/xl7uXmRSH8 via @YouTube.@AClotuche @MR_officiel @lecdh @Ecolo @groen @openvld @vooruit @PSofficiel @GLBouchez	3
Il y a plus de vaccins que de PS5 j’ai les nerfs	3
VIDEO : Thierry Breton (commissaire européen) se plante à l’antenne et dévoile que le vaccin Covid19 est en préparation depuis 18 mois. https://t.co/lgvgrtTY3K	3
"A chaque fois que je dis que je vais me faire vacciner, mon entourage sort des arguments eclatés. Les gens abti-vaccins ne savent juste pas comment la science fonctionnent. Admettez que vous êtes bêtes et bougez.
https://t.co/9QgvHkw0p4"	1
Aaaaah le sempiternel débat avec la maternelle anti-nucléaire dogmatique... ! 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️ Attention on va passer à la 5G.... J'ai peur pour les vaccins 🤔🤦🏼‍♂️🤦🏼‍♂️ https://t.co/lSGvx2R4sr	4
C’est une blague la avec leur vaccins, c’est de la zeub #COVID19france https://t.co/UZ2fNKN1sE	2
"https://t.co/bYj2uVHQj2

Agissons avant qu'on nous impose ces horribles vaccins

#vaccine  #Covid19UK 

@les_vaxxeuses @MesVaccins @SanteCanVaccins"	2
Moi c’est clair le projet de loi de Castex qui passe ou pas, personne me touche et me vaccine, vos vaccins d’Aliexpress, vous vous le mettez dans le cul	2
".@BFMTV vous êtes des génies
En 10mn on apprend que 
1️⃣le PR fait des dîners à + de 6pers à l’Élysée régulièrement
2️⃣des français rentrent de Londres avec un PCR datant du 9/12
3️⃣la localisation d’un lieu de stockage des vaccins censée rester ultra confidentielle
#Comiquesdelinfo"	3
En fin d'après-midi, on chez le médecin, pour les vaccins de bebe, ça faisait tellement longtemps	4
"@franceinfo #onvousrepond
Bonjour
Comment expliquer que l'on a trouvé des vaccins en quelques mois pour le COVID et toujours rien 30 ans après pour le SIDA?"	4
"""Il envisage une sortie de l'épidémie à l'été ou l'automne 2021""

Excusez-nous Mr le super médium 
_________
#Covid-19 : restons ""extrêmement prudents encore trois à six mois"" demande Delfraissy

https://t.co/rkGD5x13MR

Envoyé via @updayFR"	3
Le professeur @J_Bardella est encore à côté de la plaque au sujet des vaccins contre le #Covid_19 .... pauvre France #BFMTVSD	4
"Pr Christian Perronne :""Moderna, Pfizer, ce ne sont pas des vaccins, c'e... https://t.co/7XIHE3FRgS via @YouTube VACCINS PAS VACCINS...LES LOBBY VONT GAGNER DES MILLIARDS"	4
"La vérité sur le vaccin du Covid-19.
@EmmanuelMacron @raoult_didier @renemalleville @Elysee #LoiSecuriteGlobale #Veran #vaccins #COVID19 #COVID19france #confinement #vaccination"	4
ETATS-UNIS – L’Amérique d’abord pour les vaccins https://t.co/cdRBbNjLF9	3
"""Covid-19 : nouvelle cyberattaque contre les vaccins"" https://t.co/ozWFHUtdMv"	4
Olivier Véran interpellé par Anaïs Lefaucheux sur les vaccins anti-Covid-19 et le remdesivir - YouTube https://t.co/GBqzewEpUU	3
"Épidémies, Traitements, Vaccins https://t.co/O6KPUo4f1s via @YouTube 

a voir !!"	3
"Le secteur des #transports jouera un rôle clé dans la réussite de la campagne nationale de #vaccination.

Nos infrastructures régionales comme les aéroports opérés par notre groupe @EdeisOfficiel, déjà utilisés par le secteur médical, seront encore au RDV.
https://t.co/3V51H4MRNb"	1
Les sondages sur les français et les vaccins sont décourageants  https://t.co/zfawRSpgY7	3
"Donc y'a vraiment des gens qui pensent que c'est ok de sortir et faire des rassemblements parce que les vaccins arrivent ""bientôt"" ET qui pensent que faut pas se faire vacciner parce que c'est pas safe/un complot ???"	1
"""Sur les vaccins ARN qui courent en tête, il y a des risques d’inefficacité ou de complications. Pour l’instant on ne sait pas. On n’a aucun recul de leur toxicité chez l’homme, de même que de la durée des anticorps et de la protection qu’ils confèrent""
https://t.co/nR0mxsXPaT"	2
Comment fonctionnent les futurs #vaccins contre le #Covid19 https://t.co/RcQ69pTwgG https://t.co/6g41DWj397	3
"Vomitif. J'ai toujours été pro Europe... je suis plus que sceptique maintenant @PEStrasbourg @Europarl_FR

https://t.co/Vc656RV8eU"	3
"Je dis non aux personnes et aux amateurs et à tout ce qui détruit et parle et se range
Et je dis NON au virus, au crime, aux maladies, aux vaccins, aux victimes et à l’abus
Je dis NON aux affaires lucratives, au lugubre, à la lie.
Pas d’outils, pas de conflit"	4
Premiers vaccins pour mon petit chat aujourd’hui 🥺🥺😔	4
Les sept questions qui se posent encore sur les vaccins anti-Covid-19 https://t.co/3rMsYfJDcW	3
Ptdr WTF !! Cc les anti vaccins 👀 https://t.co/fcWa7b5pBq	4
Les géants pharmaceutiques contrôlent les brevets des #vaccins contre le #Covid, augmentant leurs bénéfices et limitant l'offre à quelques pays riches.Les gouvernements décider la suspension des brevets afin que le monde entier puisse en bénéficier.Signez https://t.co/2GMjpguunJ	3
Obligé elle croit que les vaccins vont nous insérer une puce qui sera activée par la 5G https://t.co/SZdbvEqbRh	1
New post: Le fabricant de vaccins AstraZeneca pris pour cible par des hackers nord-coréens #veille (29 nov 2020) https://t.co/t8IUZuvFBu	3
Vidéo. Covid-19 : pourquoi la livraison des vaccins est un immense défi logistique https://t.co/cgDR8Ta09p via @lemondefr	1
"Comment #Gilead a vendu son #remdesivir à l'Europe.
Dans quelques mois, on verra à la une du @lemondefr : ""comment #AstraZeneca, #Pfizer et #Moderna ont vendu leurs #vaccins à l'Europe"" ?
https://t.co/gPiK4sPSQF"	2
"#bitcoin Vs covid :

le #bitcoin pour subvenir aux besoins des bourses mondiales en chute libre en mars a été vidé .

Maintenant que des vaccins arrivent de partout 
que va t il faire le #bitcoin qui s'est pris + 31,7 % en 1 mois et le #xrp +111 % .....

#BTC  #XRP  $BTC   $XRP"	4
Pour mettre fin au #COVID19, des vaccins sûrs et efficaces doivent être mis à la disposition du monde entier. Appelez, avec @ONE_Fr, l'industrie pharmaceutique à faire preuve de coopération en partageant leur savoir-faire ! #ONEWorld https://t.co/MKf3fbV18N	1
"«Des #vaccins seront #disponibles dès fin #décembre – début #janvier, une seconde génération arrivera au #printemps. C'est une formidable lueur d’#espoir. La #vaccination se fera dans un cadre transparent et, soyons clairs, elle  NE SERA PAS #obligatoire».
#Macron https://t.co/o4npONwycQ"	1
"Amen vaccins non obligatoires
Donc ceux qui veulent pas se faire vacciner, ne le faites pas, mais dans le silence pcq on s’en fout un peu du coup 😭"	1
Koi .... comment ca des vaccins .....	3
Si les vaccins arrivent en gros on aura la vie normale quoi 🤷🏾‍♂️	1
"Coronavirus : ""Les vaccins ont plus de bénéfices que de risques"" - TV5MONDE - Informations https://t.co/v0VJyDz7Ob"	3
Rattraper les vaccins d’un enfant migrant https://t.co/UqyO3IV9Hr	4
Le G20 promet de « ne reculer devant aucun effort » à propos de l’accès aux vaccins https://t.co/vYwFbnqYS2 Réponse rapide UN-W / Gov FREE rego AC / DC CARS &amp; TRUCKS &lt;OUI-OUI&gt; aide à la conversion SANS réchauffement climatique 2 voitures AC / DC 4 + camions-via UN-W / Gov-Program	3
"NOUVELLE VIDÉO !!! 🎬
Les nouveaux vaccins contre la covid-19 arrivent... 💉 J'ai discuté avec @YvesCoppieters &amp; Yves Van Laethem pour répondre à vos questions !  https://t.co/vdibRMlXDn https://t.co/gC6yy9MZT9"	3
Les #vaccins de chez Moderna se conservent à -20°, c'est parfait, on les trouvera dans les congélateurs chez Picard, et en livraison à domicile chez Bofrost, Thiriet et Toupargel ! 👍	2
Léger prix des vaccins pour la grippe aviaire - Les Guignols - CANAL+ https://t.co/1HRN42cVCa via @YouTube c'est  encore vrai !	4
Le Secrétaire national #EELV @julienbayou à @DimPolitique : les écologistes sont POUR les vaccins, les agences sanitaires FR et EUR doivent juger de la nécessité du caractère obligatoire, ou pas, pour toutes et tous. https://t.co/54RYbWZP1d	3
on a déjà 4 cobayes pour les vaccins https://t.co/g0SCUJExTs	2
"Ptdrrrrrr ceux qui pensent que c'est vrai va falloir qu'on s'unfollow hein elle a fait la triplette Contrôle de population + Vaccins + 5G les conspirationnistes de notre époque c'est des gros mongoles pour la plupart et évidemment regarder quel genre de personne ""dénonce"" https://t.co/152aJzkSf6"	1
"#jemefaisvacciner 
ça y'est !!! Je suis Vague ciné!!!!
@HillmanMarc @michel_denisot @antoinedecaunes @gustaveparking https://t.co/Zb7syOadet"	1
Danaerys targaryen après avoir fait le vaccin #JeMeFaisVacciner https://t.co/mGjeBG27jR	1
